normalized_comment,number_of_reviews,number_of_products,canonical_product_links
love this primer . just suggest a good moisturizer toner before appying on face. tends to be a bit dry for dry skin . i paid for the 1.5oz bottle of this. thanks ulta for replacing my order i placed . no gift came along .,2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
love this primer on my face. makes my skin feel moisturized and refreshed in the morning before i apply my make up my skin feels like it's glowing before i apply my foundation and powder. i get a lot of compliments on my skin.,2,2,"[""https://www.ulta.com/p/smooth-affair-facial-primer-brightener-pimprod2004113"", ""https://www.ulta.com/p/smooth-affair-mattifying-face-primer-pimprod2033620""]"
"love this primer. i use it before i apply my paula's choice mineral spf, then my makeup and face looks smooth and hydrated. i'm on my second bottle.",2,2,"[""https://www.ulta.com/p/hangover-replenishing-face-primer-xlsImpprod10751024"", ""https://www.ulta.com/p/travel-size-hangover-replenishing-face-primer-pimprod2031193""]"
love this product,7,7,"[""https://www.ulta.com/p/bronze-glow-drops-with-niacinamide-pimprod2043853"", ""https://www.ulta.com/p/correct-transform-pimprod2037679"", ""https://www.ulta.com/p/light-illusion-perfecting-powder-xlsImpprod17631335"", ""https://www.ulta.com/p/no-filter-loose-setting-powder-pimprod2030981"", ""https://www.ulta.com/p/quickie-24hr-full-coverage-waterproof-concealer-pimprod2036680"", ""https://www.ulta.com/p/red-rescue-color-correcting-face-primer-pimprod2046604"", ""https://www.ulta.com/p/smooth-affair-illuminating-glow-face-primer-pimprod2025253""]"
love this product - doesn't crease and perfect for aging skin,2,2,"[""https://www.ulta.com/p/cc-cream-with-spf-50-xlsImpprod5770257"", ""https://www.ulta.com/p/mini-cc-cream-with-spf-50-pimprod2013015""]"
love this product especially for mature skin,2,2,"[""https://www.ulta.com/p/photo-finish-illuminate-glow-primer-pimprod2030497"", ""https://www.ulta.com/p/travel-size-photo-finish-illuminate-glow-primer-pimprod2032764""]"
love this product it really helps to cover dark circles and lines around my eyes,2,2,"[""https://www.ulta.com/p/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod5770259"", ""https://www.ulta.com/p/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod12871043""]"
love this product so smooth and it is buttery!!!,2,2,"[""https://www.ulta.com/p/butter-bronzer-murumuru-butter-bronzer-xlsImpprod13621011"", ""https://www.ulta.com/p/matte-monoi-butter-bronzer-pimprod2021750""]"
love this product!,12,12,"[""https://www.ulta.com/p/all-nighter-extra-glow-makeup-primer-pimprod2017479"", ""https://www.ulta.com/p/circledelete-concealer-pimprod2004082"", ""https://www.ulta.com/p/glow-first-priming-serum-pimprod2038176"", ""https://www.ulta.com/p/maracuja-vegan-tinted-moisturizer-pimprod2014942"", ""https://www.ulta.com/p/no-makeup-blush-pimprod2004408"", ""https://www.ulta.com/p/peeper-perfect-under-eye-concealer-pimprod2029606"", ""https://www.ulta.com/p/pro-setting-brightening-loose-setting-powder-pimprod2043744"", ""https://www.ulta.com/p/purepressed-base-mineral-foundation-refill-pimprod2033383"", ""https://www.ulta.com/p/secret-brightening-powder-under-eyes-pimprod2012344"", ""https://www.ulta.com/p/shape-tape-stay-spray-setting-spray-pimprod2007204"", ""https://www.ulta.com/p/superfood-glow-priming-moisturiser-pimprod2022684"", ""https://www.ulta.com/p/true-color-mineral-matte-creme-powder-foundation-spf-15-pimprod2022221""]"
love this product. it takes away all my make up and leaves my face feeling soft and clean without drying it out. rinses clean. i've been using this product for the past 2 years and i would highly recommend.,2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
love this spray. i use it before my mattifing spray. this helps blends powder and cream products together and gets rid of cakeyness. wouldn't use this by itself due to me havibg very oily skin,2,2,"[""https://www.ulta.com/p/porefessional-super-setter-long-lasting-makeup-setting-spray-mini-pimprod2040598"", ""https://www.ulta.com/p/porefessional-super-setter-long-lasting-makeup-setting-spray-pimprod2020913""]"
love this!,3,3,"[""https://www.ulta.com/p/key-largo-glow-drops-pimprod2042767"", ""https://www.ulta.com/p/laguna-bronzing-cream-pimprod2032699"", ""https://www.ulta.com/p/pro-prep-hd-face-primer-xlsImpprod15711033""]"
love this!! is great as a base to give my foundation an absolutely flawless finish!! extremely smooth and silky! leaves my skin feeling and looking amazing!,2,2,"[""https://www.ulta.com/p/photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2030498"", ""https://www.ulta.com/p/travel-size-photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2032761""]"
love this. always wanted to try a dual stick plus brush and i'm a fan! it's a little pricey but the quality of it itself is nice. comes in a little metal tin and the lid is a mirror. would buy more colors,2,2,"[""https://www.ulta.com/p/nudies-matte-all-over-face-blush-color-xlsImpprod15581029"", ""https://www.ulta.com/p/nudies-matte-all-over-face-bronze-color-pimprod2036361""]"
love!,2,2,"[""https://www.ulta.com/p/nudies-bloom-all-over-dewy-face-color-pimprod2005786"", ""https://www.ulta.com/p/super-stay-full-coverage-foundation-xlsImpprod17161541""]"
loved it,7,7,"[""https://www.ulta.com/p/cheek-dew-hydrating-serum-blush-pimprod2027226"", ""https://www.ulta.com/p/gen-nude-highlighting-blush-pimprod2039778"", ""https://www.ulta.com/p/glow-first-priming-serum-pimprod2038176"", ""https://www.ulta.com/p/keep-me-covered-long-lasting-foundation-pimprod2037417"", ""https://www.ulta.com/p/prep-prime-natural-radiance-primer-xlsImpprod15921212"", ""https://www.ulta.com/p/pressed-powder-bronzer-pimprod2038313"", ""https://www.ulta.com/p/studio-radiance-serum-powered-foundation-pimprod2040797""]"
loved it worked good would definitely buy again.,2,2,"[""https://www.ulta.com/p/hd-pro-corrector-concealer-pimprod2022723"", ""https://www.ulta.com/p/lightweight-hd-pro-creamy-concealer-xlsImpprod15711051""]"
lovely delicate texture - glides on under my cc cream and banishes the shiny appearance of cc cream alone. lets me simplify my routine and toss the setting powder and brush. thanks erborian!,2,2,"[""https://www.ulta.com/p/matte-cream-mattifying-blurring-primer-pimprod2044585"", ""https://www.ulta.com/p/travel-size-matte-cream-mattifying-blurring-primer-pimprod2044589""]"
luckily i got this with a starter kit so its a small amount. it's a clear gel that doesn't seem to do anything.,2,2,"[""https://www.ulta.com/p/mini-prime-time-original-pore-minimizing-primer-pimprod2039236"", ""https://www.ulta.com/p/prime-time-original-pore-minimizing-primer-pimprod2036786""]"
made my foundation look dry and cakey,2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
made my makeup patchey makeup would come of my nose. it would also flake off my makeup. would not recommend i did love the smell of it though.,2,2,"[""https://www.ulta.com/p/hangover-replenishing-face-primer-xlsImpprod10751024"", ""https://www.ulta.com/p/travel-size-hangover-replenishing-face-primer-pimprod2031193""]"
makes my makeup look great.,2,2,"[""https://www.ulta.com/p/original-photo-finish-smooth-blur-oil-free-primer-xlsImpprod3590041"", ""https://www.ulta.com/p/travel-size-original-photo-finish-smooth-blur-oil-free-primer-pimprod2033047""]"
makes your face so velvety and works so well.,2,2,"[""https://www.ulta.com/p/matte-cream-mattifying-blurring-primer-pimprod2044585"", ""https://www.ulta.com/p/travel-size-matte-cream-mattifying-blurring-primer-pimprod2044589""]"
makes your makeup feel runny and makeup did not last all day. i have never had that issue before.,3,3,"[""https://www.ulta.com/p/facestudio-master-prime-blur-pore-minimize-primer-xlsImpprod18351169"", ""https://www.ulta.com/p/facestudio-master-prime-blur-redness-control-primer-xlsImpprod11861005"", ""https://www.ulta.com/p/facestudio-master-prime-blur-smooth-primer-xlsImpprod11861001""]"
makeup come off easy don't like the fact i have to sab my face with a sponge most of the day not sure if i want to buy again,2,2,"[""https://www.ulta.com/p/cc-cream-with-spf-50-xlsImpprod5770257"", ""https://www.ulta.com/p/mini-cc-cream-with-spf-50-pimprod2013015""]"
"maybe i bought a lighter shade but i'm very pale and it still doesn't show. i don't like how potent the smell is. ofc it smells nice, but not to have it on my face.",2,2,"[""https://www.ulta.com/p/butter-bronzer-murumuru-butter-bronzer-xlsImpprod13621011"", ""https://www.ulta.com/p/matte-monoi-butter-bronzer-pimprod2021750""]"
"mineral veil is a perfect product to finish my face. it is this product, even more then foundation, that leaves your face with the ""airbrushed"" look. if i'm rushing i can use this instead of foundation and although it does not have the coverage of foundation it leaves you face with an overall smooth appearance",2,2,"[""https://www.ulta.com/p/mineral-veil-setting-powder-VP11355"", ""https://www.ulta.com/p/tinted-mineral-veil-setting-powder-prod110002""]"
"mixed with foundation, made foundation wipe right off. made me look like a tin man.",2,2,"[""https://www.ulta.com/p/hd-pro-corrector-concealer-pimprod2022723"", ""https://www.ulta.com/p/lightweight-hd-pro-creamy-concealer-xlsImpprod15711051""]"
more oily than anticipated but draws less attention to my texture/pores,3,3,"[""https://www.ulta.com/p/facestudio-master-prime-blur-pore-minimize-primer-xlsImpprod18351169"", ""https://www.ulta.com/p/facestudio-master-prime-blur-redness-control-primer-xlsImpprod11861005"", ""https://www.ulta.com/p/facestudio-master-prime-blur-smooth-primer-xlsImpprod11861001""]"
"most popular primers are so heavy on the silicone and feel tacky (and smell bad!), depsite the great results. i needed something light and breathable for daily use. it also doesn't have any discernable scent. this product absolutely conditions my skin and reduces discoloration - while making my foundation last all day. i've used this consitently for 3 years and have been so pleased with it as my daily primer. i only occasionally use the other brands for special evenings i will set this aside for the other primers when i want a heavy coverage, but i can always rely on this product for my 24/7/365 needs.",2,2,"[""https://www.ulta.com/p/one-step-correct-brightening-correcting-primer-xlsImpprod2390219"", ""https://www.ulta.com/p/travel-size-one-step-correct-brightening-correcting-primer-xlsImpprod16451215""]"
much darker than i thought.the color doesn't look like the screen...and when it is called shell beige - one expects it to be lighter than what it turned out to be. i think i am happier with the shade from the drugstore that i had to get b/c this one i purchased from here is unusable. what a waste of money. i've never had issues with estee products but this was a fail,2,2,"[""https://www.ulta.com/p/double-wear-stay-in-place-matte-powder-foundation-makeup-pimprod2031254"", ""https://www.ulta.com/p/double-wear-stay-in-place-matte-powder-foundation-refill-pimprod2031253""]"
"my face tends to turn into an oil slick by the end of the day, especially in the summer. i've tried setting powders and sprays, along with mattifying primers. nothing works 100% but this comes as close as anything i've tried. my liquid foundation goes on smoothly over this primer. no pilling, which is a huge plus. i only wish it blurred over pores and fine lines a little better. but it's a great primer. especially when it's on sale!",2,2,"[""https://www.ulta.com/p/photo-finish-control-mattifying-primer-pimprod2030521"", ""https://www.ulta.com/p/travel-size-photo-finish-control-mattifying-primer-with-salicylic-acid-pimprod2032762""]"
"my first makeup experience with a big name was estee lauder, and i used a few of the serums and creams back in the day. i saw it's the most used in the usa, so i thought i'd give it a go again. okay, let me first say that i have ventured into the high high end realm the coco-you-know-who brand, and a lot of other blushes, but when i finally got this home, and tried it, can i say....oh my gosh, no patchy missed spots. every other blush would just not cover this one spot on my cheek. no high end or makeup guru product would work. this blend is so light and easy to sweep onto the cheeks, and not cake or flakey. i am so glad i came back to estee lauder! i will have to try the magnolia perfume next. ladies, come back home to the best line out there. thank you for this formulation in blush! i got rebellious rose and i am very light with dark hair, and it looks fabulous! i can't wait to try the foundation next.",2,2,"[""https://www.ulta.com/p/pure-color-envy-sculpting-blush-pimprod2030735"", ""https://www.ulta.com/p/pure-color-envy-sculpting-blush-refill-pimprod2031074""]"
"my first review on this site and took advantage of ulta minis bogo. i fell in love with this miracle in a jar and never used a balm before and wow! i have oily skin and acne prone, but after this face spa, my skin was smoother, pores looked/felt smaller, and make up glided effortlessly! i am now shopping and exploring other elemis products!",2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
"my friend recommended juvia's place. i had never heard of them before. i was a little worried when i first put on the concealer that it was too dark, but after blending it in, it was the perfect shade. i might start buying other jp products.",2,2,"[""https://www.ulta.com/p/i-am-magic-concealer-pimprod2006835"", ""https://www.ulta.com/p/i-am-magic-mini-concealer-pimprod2026783""]"
